ID,First Name,Last Name,DOB,Role,Money Available,Flights Purchased,MineAir Membership,Username,Password
720,Cody,Robles,12/1/02,Employee,-231.1368750000006,1,false,codyrobles,Fun!23
743,Rodney,Mcneil,2/11/03,Employee,-356.40437499999825,1,false,rodneymcneil,Fun!23
1015,Patricia,Hughes,2/27/03,Employee,-16.921749999999292,4,false,patriciahughes,Fun!23
589,Joseph,Macdonald,3/11/03,Employee,39.43737500000003,7,false,josephmacdonald,Fun!23
535,Michelle,Pruitt,5/18/03,Employee,-16.746249999999918,2,false,michellepruitt,Fun!23
951,Katherine,Mcdonald,6/22/03,Employee,-10.115374999999403,6,true,katherinemcdonald,Fun!23
278,Susan,Garcia,8/11/03,Employee,42.01412499999981,5,true,susangarcia,Fun!23
943,Paul,Herman,10/27/03,Employee,-78.44137500000056,3,false,paulherman,Fun!23
716,Joshua,Banks,1/3/04,Employee,29.42825000000083,6,false,joshuabanks,Fun!23
458,Philip,Chaney,2/27/04,Employee,-446.2398749999993,1,false,philipchaney,Fun!23
745,Dennis,Smith,3/28/04,Employee,31.264250000000203,4,true,dennissmith,Fun!23
53,Alondra,GonzalezAyala,4/12/04,Employee,11.836624999999913,1,true,alondragonzalezayala,Fun!23
797,Erin,Mejia,5/1/04,Employee,69.6851249999993,7,false,erinmejia,Fun!23
489,Amber,Sellers,5/3/04,Employee,55.41425000000049,4,true,ambersellers,Fun!23
880,Brett,Higgins,5/22/04,Employee,32.907249999999095,5,true,bretthiggins,Fun!23
528,Nancy,Robles,9/3/04,Employee,-98.88725000000113,5,true,nancyrobles,Fun!23
430,Jill,Solis,9/11/04,Employee,61.17174999999929,6,false,jillsolis,Fun!23
146,David,Gardner,9/16/04,Employee,28.163875000000075,11,true,davidgardner,Fun!23
393,Donna,Travis,2/8/05,Employee,-477.90449999999873,2,true,donnatravis,Fun!23
434,Kristina,Patrick,2/16/05,Employee,-58.231624999998985,3,false,kristinapatrick,Fun!23
251,Darin,Porter,4/28/05,Employee,-406.0457499999993,2,false,darinporter,Fun!23
1003,David,Johnson,5/12/05,Employee,78.22674999999975,5,true,davidjohnson,Fun!23
372,Daniel,Foster,6/2/05,Employee,54.712499999998386,3,true,danielfoster,Fun!23
65,Bella,Quintero,8/29/05,Employee,8.828374999999767,5,true,bellaquintero,Fun!23
427,Tiffany,May,9/17/05,Employee,44.2668749999992,5,false,tiffanymay,Fun!23
244,Erik,Case,10/16/05,Employee,-69.58387500000072,7,false,erikcase,Fun!23
39,Diana,Valles,10/27/05,Employee,53.08787499999994,3,true,dianavalles,Fun!23
521,Michael,Morton,10/31/05,Employee,99.34112499999952,7,false,michaelmorton,Fun!23
944,Amber,Conley,12/7/05,Employee,-81.59062499999982,5,false,amberconley,Fun!23
613,Andrew,Mcclure,12/21/05,Employee,24.94949999999986,7,true,andrewmcclure,Fun!23
1009,Courtney,Olsen,1/1/06,Employee,-15.855250000001092,8,false,courtneyolsen,Fun!23
236,Joseph,Lewis,1/14/06,Employee,-29.70325000000048,3,true,josephlewis,Fun!23
481,Michelle,Wood,3/9/06,Employee,77.28774999999938,6,false,michellewood,Fun!23
612,Darren,Gibbs,3/13/06,Employee,39.56462499999981,5,false,darrengibbs,Fun!23
860,Lisa,Peters,3/25/06,Employee,53.503749999999386,6,false,lisapeters,Fun!23
680,Tyrone,Johnston,7/11/06,Employee,-3.08849999999984,2,true,tyronejohnston,Fun!23
823,Tanya,Turner,12/23/06,Employee,-12.333500000000186,5,true,tanyaturner,Fun!23
224,Christian,Smith,4/26/07,Employee,-0.9399999999999835,6,false,christiansmith,Fun!23
439,Emily,Brady,5/25/07,Employee,119.91237500000034,5,false,emilybrady,Fun!23
45,Jessica,Barragan,6/21/07,Employee,6.543000000000347,6,false,jessicabarragan,Fun!23
616,Jerry,Smith,6/21/07,Employee,-54.90062500000022,3,true,jerrysmith,Fun!23
562,Joel,Welch,6/22/07,Employee,24.6237500000002,4,true,joelwelch,Fun!23
31,Prince,Eric,7/11/07,Customer,62.8083749999991,3,false,princeeric,Fun!23
579,David,Costa,11/20/07,Employee,-143.18062499999905,2,true,davidcosta,Fun!23
261,Matthew,Erickson,11/23/07,Employee,-126.40262500000017,3,true,matthewerickson,Fun!23
688,Ann,Miller,12/30/07,Employee,78.07937499999953,5,true,annmiller,Fun!23
729,Willie,Hobbs,3/7/08,Employee,-14.300250000000233,10,true,williehobbs,Fun!23
675,Alyssa,Poole,4/19/08,Employee,-109.13749999999982,4,false,alyssapoole,Fun!23
839,Juan,Brock,5/4/08,Employee,13.87812499999984,5,false,juanbrock,Fun!23
120,Brittany,Hawkins,7/12/08,Employee,46.82350000000051,6,false,brittanyhawkins,Fun!23
446,Ryan,Wilkins,7/17/08,Employee,-141.442375000001,7,false,ryanwilkins,Fun!23
406,Sean,Hull,8/31/08,Employee,71.06249999999977,2,true,seanhull,Fun!23
735,Christopher,Underwood,9/18/08,Employee,19.894625000001383,7,false,christopherunderwood,Fun!23
983,Jennifer,Preston,11/26/08,Employee,26.33299999999943,4,false,jenniferpreston,Fun!23
495,Angel,Barber,12/5/08,Employee,-15.66350000000034,4,true,angelbarber,Fun!23
832,Craig,Fleming,3/3/09,Employee,87.76775000000089,4,true,craigfleming,Fun!23
394,Tanya,Kent,4/11/09,Employee,11.804875000000152,3,true,tanyakent,Fun!23
353,Lisa,Brown,5/29/09,Employee,97.74225000000118,8,true,lisabrown,Fun!23
77,Ian,Rybak,7/28/09,Employee,62.97374999999954,4,false,ianrybak,Fun!23
397,Krystal,Thompson,8/24/09,Employee,-47.10787499999992,5,false,krystalthompson,Fun!23
431,Emma,Padilla,9/8/09,Employee,76.71262500000054,7,false,emmapadilla,Fun!23
40,Isabella,Gaytan,10/9/09,Employee,10.4093749999993,6,true,isabellagaytan,Fun!23
436,Rebecca,Brown,11/19/09,Employee,-50.32625000000053,4,false,rebeccabrown,Fun!23
272,Tanya,Davis,11/30/09,Employee,36.44524999999945,6,false,tanyadavis,Fun!23
611,Edward,Molina,12/20/09,Employee,5.810624999999874,7,false,edwardmolina,Fun!23
496,Darlene,Shaw,1/26/10,Employee,37.93550000000141,4,false,darleneshaw,Fun!23
677,Jason,Clark,2/11/10,Employee,44.66524999999979,4,true,jasonclark,Fun!23
631,Derek,Lopez,3/21/10,Employee,5.999624999998957,8,true,dereklopez,Fun!23
507,Hannah,Maldonado,5/25/10,Employee,19.985624999999715,7,false,hannahmaldonado,Fun!23
102,Erica,Harrison,6/18/10,Employee,72.0972500000012,8,false,ericaharrison,Fun!23
570,Misty,Jimenez,8/24/10,Employee,-7.285124999999482,7,true,mistyjimenez,Fun!23
104,Robert,Preston,9/25/10,Employee,7.730375000000151,7,true,robertpreston,Fun!23
462,Kevin,Larson,11/3/10,Employee,-24.75900000000081,4,false,kevinlarson,Fun!23
203,Ethan,Holmes,12/4/10,Employee,-10.043750000000443,4,false,ethanholmes,Fun!23
298,Maria,Mitchell,3/6/11,Employee,-336.25737500000014,1,true,mariamitchell,Fun!23
225,Robert,Park,6/5/11,Employee,21.45712499999894,5,true,robertpark,Fun!23
661,Steven,Hartman,6/19/11,Employee,38.45450000000076,6,true,stevenhartman,Fun!23
465,Crystal,Rice,10/5/11,Employee,-19.36324999999914,2,true,crystalrice,Fun!23
909,Victoria,Ellis,10/21/11,Employee,7.041750000000775,4,false,victoriaellis,Fun!23
972,Douglas,Mckay,11/6/11,Employee,31.1793749999988,5,true,douglasmckay,Fun!23
178,Shannon,Holden,1/19/12,Employee,-2.238875000000192,6,true,shannonholden,Fun!23
265,Karen,Zhang,2/26/12,Employee,-0.5888749999996605,4,true,karenzhang,Fun!23
581,Cassandra,Cook,6/27/12,Employee,30.622999999999877,7,true,cassandracook,Fun!23
864,Christopher,Lucero,7/3/12,Employee,-131.02912500000093,4,true,christopherlucero,Fun!23
878,Kenneth,Boyd,9/16/12,Employee,-3.9536249999994197,4,true,kennethboyd,Fun!23
295,Susan,Davis,10/5/12,Employee,36.49800000000158,5,true,susandavis,Fun!23
247,David,Gross,12/1/12,Employee,84.68299999999994,4,false,davidgross,Fun!23
852,Nicole,Lloyd,12/2/12,Employee,-30.492124999999987,5,false,nicolelloyd,Fun!23
84,Christina,Valtierra,12/15/12,Employee,83.63712499999747,9,false,christinavaltierra,Fun!23
752,Howard,Davenport,1/5/13,Employee,58.77612500000042,6,true,howarddavenport,Fun!23
842,Dana,Miller,2/27/13,Employee,-5.767875000001311,4,true,danamiller,Fun!23
274,Shannon,Bennett,3/18/13,Employee,49.18412500000062,4,true,shannonbennett,Fun!23
971,Tammy,Waters,3/23/13,Employee,-4.9417500000029975,8,false,tammywaters,Fun!23
229,Brittany,Ray,4/10/13,Employee,22.72649999999959,8,false,brittanyray,Fun!23
488,Steven,Owens,6/28/13,Employee,36.06824999999981,6,false,stevenowens,Fun!23
963,Christopher,Berry,6/29/13,Employee,69.4690000000009,6,false,christopherberry,Fun!23
806,Elizabeth,Castillo,7/15/13,Employee,83.64174999999969,4,false,elizabethcastillo,Fun!23
348,Christina,Wheeler,8/27/13,Employee,36.78662500000007,5,true,christinawheeler,Fun!23
915,April,Lopez,9/22/13,Employee,43.441999999997506,10,true,aprillopez,Fun!23
468,Wendy,Stanton,9/28/13,Employee,80.80499999999992,6,true,wendystanton,Fun!23
250,Alejandra,Morris,10/3/13,Employee,69.7878750000001,5,false,alejandramorris,Fun!23
692,John,Blevins,10/25/13,Employee,-11.168000000000035,2,true,johnblevins,Fun!23
887,Joseph,Davis,12/28/13,Employee,-666.5921249999992,3,false,josephdavis,Fun!23
654,Loretta,Phillips,6/21/14,Employee,77.82487499999979,5,false,lorettaphillips,Fun!23
181,Michael,Smith,6/27/14,Employee,71.52037499999733,8,true,michaelsmith,Fun!23
76,Sariyah,Russell,7/23/14,Employee,-13.698500000000195,2,false,sariyahrussell,Fun!23
518,Jamie,Conner,9/5/14,Employee,86.80949999999893,6,false,jamieconner,Fun!23
160,Jason,Burke,12/19/14,Employee,-172.89175000000114,6,true,jasonburke,Fun!23
697,Jeffrey,Best,3/8/15,Employee,17.925249999999778,2,true,jeffreybest,Fun!23
833,Michael,Williamson,5/3/15,Employee,-6.836875000000276,3,false,michaelwilliamson,Fun!23
105,Melissa,Mccormick,6/15/15,Employee,6.46925000000121,12,true,melissamccormick,Fun!23
730,Holly,Cruz,7/4/15,Employee,3.775000000000176,6,false,hollycruz,Fun!23
594,Anthony,Brooks,7/26/15,Employee,10.497625000000141,5,false,anthonybrooks,Fun!23
484,Julian,Gutierrez,8/10/15,Employee,116.29462499999994,5,false,juliangutierrez,Fun!23
21,Belle,Disney,10/13/15,Customer,-17.762374999999622,7,false,belledisney,Fun!23
676,William,Ortiz,10/18/15,Employee,13.464375000000132,4,true,williamortiz,Fun!23
506,Danielle,Dorsey,1/11/16,Employee,73.5443750000001,3,true,danielledorsey,Fun!23
858,Kevin,Harrison,2/6/16,Employee,28.260874999999857,6,true,kevinharrison,Fun!23
670,Nicholas,Jackson,3/3/16,Employee,-64.175874999999,4,true,nicholasjackson,Fun!23
652,Melissa,Mcdonald,3/8/16,Employee,118.28925000000183,2,false,melissamcdonald,Fun!23
296,Jeffrey,Luna,3/30/16,Employee,26.076874999999745,1,false,jeffreyluna,Fun!23
767,Richard,Sullivan,5/21/16,Employee,-7.44787499999839,3,false,richardsullivan,Fun!23
361,Antonio,Brooks,5/25/16,Employee,1.2831249999997567,3,false,antoniobrooks,Fun!23
245,Dorothy,Cox,7/1/16,Employee,62.09674999999993,7,true,dorothycox,Fun!23
747,Monica,Craig,8/31/16,Employee,38.050999999998794,8,false,monicacraig,Fun!23
921,Gary,Mckenzie,9/3/16,Employee,42.062125000001544,5,false,garymckenzie,Fun!23
142,Sean,Medina,9/4/16,Employee,9.937624999999514,3,true,seanmedina,Fun!23
777,Michael,Thomas,9/8/16,Employee,-6.292250000000507,7,true,michaelthomas,Fun!23
284,Daniel,Romero,12/27/16,Employee,-0.1472500000007244,7,true,danielromero,Fun!23
422,Doris,Moore,1/3/17,Employee,48.15975000000097,7,true,dorismoore,Fun!23
1025,Maria,Kelly,2/15/17,Employee,8.966749999999081,6,true,mariakelly,Fun!23
501,Justin,Davis,2/20/17,Employee,-36.24212500000033,6,true,justindavis,Fun!23
2,Donald,Duck,3/21/17,Customer,116.8699999999981,6,true,donaldduck,Fun!23
556,Brittany,Weaver,4/13/17,Employee,-70.65137500000105,4,true,brittanyweaver,Fun!23
500,Bruce,Clark,5/11/17,Employee,54.73837500000066,9,false,bruceclark,Fun!23
1026,Timothy,Wagner,6/5/17,Employee,-10.357750000000436,8,true,timothywagner,Fun!23
540,Michael,Martinez,10/15/17,Employee,-202.62537500000144,7,true,michaelmartinez,Fun!23
660,Anthony,Moore,10/16/17,Employee,-4.643000000000882,4,false,anthonymoore,Fun!23
395,Keith,Ellis,11/3/17,Employee,39.98187500000006,3,false,keithellis,Fun!23
712,Teresa,Stewart,12/12/17,Employee,97.9702499999998,2,true,teresastewart,Fun!23
98,Daniel,Olson,12/21/17,Employee,-7.240875000000358,5,true,danielolson,Fun!23
1021,Mark,Butler,1/12/18,Employee,190.32437499999867,7,false,markbutler,Fun!23
881,Brett,Wallace,1/16/18,Employee,-78.03887500000064,1,false,brettwallace,Fun!23
67,Enrique,Rico,3/26/18,Employee,55.56587499999978,3,false,enriquerico,Fun!23
377,Lisa,Stafford,4/3/18,Employee,78.30187499999954,7,false,lisastafford,Fun!23
875,John,House,4/29/18,Employee,-49.388250000000426,2,false,johnhouse,Fun!23
288,Dustin,Oliver,5/1/18,Employee,-20.104250000000604,5,true,dustinoliver,Fun!23
43,Akinyemi,Akinjayeju,5/21/18,Employee,47.35237499999948,5,false,akinyemiakinjayeju,Fun!23
33,Hercules,Disney,6/16/18,Customer,-53.56550000000061,3,true,herculesdisney,Fun!23
52,Jose,Espinoza Gonzalez,6/19/18,Employee,13.729624999999857,5,true,joseespinoza gonzalez,Fun!23
300,Ryan,Mcconnell,6/28/18,Employee,0.07587499999931424,6,true,ryanmcconnell,Fun!23
459,Linda,Alexander,7/7/18,Employee,52.73975000000014,8,false,lindaalexander,Fun!23
771,Michelle,Ray,1/2/19,Employee,-248.74674999999843,2,true,michelleray,Fun!23
128,Michelle,Holland,1/29/19,Employee,-139.70087500000045,1,false,michelleholland,Fun!23
94,Dana,Williams,3/7/19,Employee,73.50912499999936,5,true,danawilliams,Fun!23
475,Doris,Mercado,4/10/19,Employee,-363.32687499999884,5,true,dorismercado,Fun!23
1035,Brooke,Maxwell,6/21/19,Employee,-3.9585000000002992,4,false,brookemaxwell,Fun!23
188,Keith,Ortiz,8/23/19,Employee,-2.6626249999993092,3,false,keithortiz,Fun!23
705,Leonard,King,9/16/19,Employee,-6.558624999999552,3,true,leonardking,Fun!23
525,Victoria,Moses,9/19/19,Employee,44.441124999999374,7,false,victoriamoses,Fun!23
214,Susan,Alvarez,9/21/19,Employee,38.696499999999276,7,true,susanalvarez,Fun!23
177,James,Pittman,9/23/19,Employee,47.6251249999992,4,true,jamespittman,Fun!23
268,Craig,Schaefer,11/7/19,Employee,-30.453250000000253,5,true,craigschaefer,Fun!23
813,Shawn,Lee,12/28/19,Employee,-75.55212499999993,8,true,shawnlee,Fun!23
383,Thomas,Elliott,1/5/20,Employee,3.7924999999995634,2,false,thomaselliott,Fun!23
356,William,Wolf,1/23/20,Employee,19.776625000000223,5,false,williamwolf,Fun!23
810,Emily,Estes,2/14/20,Employee,65.4280000000017,2,false,emilyestes,Fun!23
223,Kelly,Yu,3/9/20,Employee,-25.0757499999998,8,false,kellyyu,Fun!23
399,Scott,Rose,3/18/20,Employee,56.85075000000154,6,false,scottrose,Fun!23
450,Gerald,Baker,4/4/20,Employee,-9.01200000000091,6,true,geraldbaker,Fun!23
1023,Lisa,Yu,5/4/20,Employee,19.416500000000042,2,true,lisayu,Fun!23
460,Jason,Skinner,8/25/20,Employee,-8.986375000000152,7,false,jasonskinner,Fun!23
87,Alberto,Villegas,12/6/20,Employee,42.1687500000001,6,false,albertovillegas,Fun!23
402,Ruben,Edwards,2/4/21,Employee,-1.83987499999904,3,false,rubenedwards,Fun!23
152,Victoria,Martin,2/28/21,Employee,12.902124999998989,5,false,victoriamartin,Fun!23
437,Samantha,Thomas,4/20/21,Employee,101.35525000000067,3,true,samanthathomas,Fun!23
868,Sandra,Sutton,5/25/21,Employee,-16.17625000000146,9,true,sandrasutton,Fun!23
816,Alicia,Moran,6/5/21,Employee,96.22675000000186,7,true,aliciamoran,Fun!23
478,Thomas,Bonilla,6/28/21,Employee,58.00649999999979,6,false,thomasbonilla,Fun!23
628,Sherri,Armstrong,12/6/21,Employee,-48.46775000000184,11,true,sherriarmstrong,Fun!23
799,Stephanie,Obrien,4/6/22,Employee,43.36174999999906,14,true,stephanieobrien,Fun!23
123,James,King,4/8/22,Employee,59.532374999999774,5,false,jamesking,Fun!23
754,Elizabeth,Torres,6/29/22,Employee,-11.837749999999431,9,true,elizabethtorres,Fun!23
990,Timothy,Greene,7/31/22,Employee,48.84762499999931,9,false,timothygreene,Fun!23
113,Renee,Bradley,12/30/22,Employee,-6.021875000000165,3,false,reneebradley,Fun!23
257,Susan,Humphrey,2/16/23,Employee,23.856624999997848,9,false,susanhumphrey,Fun!23
996,Shawn,Santos,3/30/23,Employee,32.91287500000038,5,false,shawnsantos,Fun!23
292,Mary,Cruz,6/22/23,Employee,63.45599999999979,3,true,marycruz,Fun!23
423,Elizabeth,Cruz,7/5/23,Employee,-9.680124999998668,9,false,elizabethcruz,Fun!23
686,Cynthia,Giles,9/9/23,Employee,-15.689875000000256,3,false,cynthiagiles,Fun!23
195,Nicholas,Anderson,10/5/23,Employee,13.62637499999974,5,false,nicholasanderson,Fun!23
710,Douglas,Hernandez,10/27/23,Employee,42.05687500000113,7,false,douglashernandez,Fun!23
22,Cruella,De Vil,12/12/23,Customer,-22.068249999998443,2,false,cruellade vil,Fun!23
724,Kelly,Jordan,1/4/24,Employee,10.615124999999182,4,true,kellyjordan,Fun!23
725,Joshua,Hickman,1/5/24,Employee,-8.607874999998984,9,false,joshuahickman,Fun!23
895,Justin,Hawkins,3/21/24,Employee,62.96375000000188,3,true,justinhawkins,Fun!23
140,Ashley,Romero,5/4/24,Employee,43.91200000000072,8,true,ashleyromero,Fun!23
192,Michelle,Maldonado,5/31/24,Employee,-170.64087499999914,1,false,michellemaldonado,Fun!23
309,Amy,Bradley,7/8/24,Employee,-133.9047499999997,3,true,amybradley,Fun!23
159,Michael,Moran,7/31/24,Employee,58.61250000000064,7,true,michaelmoran,Fun!23
311,Marissa,Oconnell,12/31/24,Employee,21.369249999998843,4,false,marissaoconnell,Fun!23
73,Jose Luis,Rojas,3/16/25,Employee,20.356500000001986,8,true,jose luisrojas,Fun!23
882,Tyrone,Alvarado,3/25/25,Employee,47.832750000000004,4,false,tyronealvarado,Fun!23
709,Thomas,Hall,5/11/25,Employee,14.284500000000406,6,false,thomashall,Fun!23
572,Robert,Leblanc,5/20/25,Employee,26.332000000001074,7,true,robertleblanc,Fun!23
900,Andre,Ramos,5/29/25,Employee,-6.057374999999581,3,false,andreramos,Fun!23
793,Colleen,Hall,8/3/25,Employee,-19.17575000000113,9,true,colleenhall,Fun!23
573,Brandon,Dillon,8/4/25,Employee,24.825875000001034,9,true,brandondillon,Fun!23
533,Dennis,Reynolds,8/13/25,Employee,6.830124999999782,6,true,dennisreynolds,Fun!23
738,Michael,Mccormick,12/25/25,Employee,10.915374999999472,7,true,michaelmccormick,Fun!23
834,Sarah,Stanton,1/6/26,Employee,-71.3682499999984,4,true,sarahstanton,Fun!23
753,Anita,Fletcher,2/25/26,Employee,-174.25312500000018,1,false,anitafletcher,Fun!23
718,Victor,Harris,5/20/26,Employee,45.283999999999054,7,true,victorharris,Fun!23
662,Derek,Macias,7/11/26,Employee,75.8882500000015,5,true,derekmacias,Fun!23
409,Kayla,Mahoney,8/25/26,Employee,13.58975000000001,4,false,kaylamahoney,Fun!23
66,Samuel,RamosSanchez,9/29/26,Employee,27.224125000000072,5,true,samuelramossanchez,Fun!23
69,Mayra,Robles,10/16/26,Employee,99.14312500000023,6,true,mayrarobles,Fun!23
456,Deborah,Scott,12/3/26,Employee,85.02112499999976,5,false,deborahscott,Fun!23
141,Gail,Parker,12/22/26,Employee,13.111124999999447,7,true,gailparker,Fun!23
622,Natalie,Richardson,12/27/26,Employee,-0.5377500000005,9,true,natalierichardson,Fun!23
822,Chad,Green,12/28/26,Employee,-89.49687499999982,1,false,chadgreen,Fun!23
649,Joanna,Knight,2/11/27,Employee,63.72200000000231,6,false,joannaknight,Fun!23
509,Tami,Weaver,6/7/27,Employee,51.53350000000006,4,false,tamiweaver,Fun!23
308,Laura,Smith,6/17/27,Employee,-16.53737499999943,9,true,laurasmith,Fun!23
511,Steven,Hernandez,6/21/27,Employee,-3.302499999997309,10,true,stevenhernandez,Fun!23
435,Raymond,Woodward,7/5/27,Employee,38.23362499999914,5,false,raymondwoodward,Fun!23
790,Hector,Whitney,8/28/27,Employee,14.259875000001273,6,true,hectorwhitney,Fun!23
812,Casey,Navarro,9/26/27,Employee,74.82462500000042,3,false,caseynavarro,Fun!23
60,Ashley,Magallanes,10/18/27,Employee,49.32837500000005,4,true,ashleymagallanes,Fun!23
205,Molly,Cohen,10/27/27,Employee,61.20287499999941,9,false,mollycohen,Fun!23
814,Brandi,Daniel,11/21/27,Employee,-1.3004999999985216,6,false,brandidaniel,Fun!23
867,Christian,Ellis,12/1/27,Employee,2.0522500000001855,7,true,christianellis,Fun!23
17,Buzz,Lightyear,12/2/27,Customer,48.75087499999995,3,true,buzzlightyear,Fun!23
156,Dylan,Harris,2/6/28,Employee,14.673499999999663,6,false,dylanharris,Fun!23
998,Elizabeth,Medina,2/18/28,Employee,36.696749999999014,6,false,elizabethmedina,Fun!23
246,Jeffrey,Marquez,2/23/28,Employee,25.82237499999951,9,true,jeffreymarquez,Fun!23
1033,Angela,English,2/27/28,Employee,9.225875000000912,4,true,angelaenglish,Fun!23
18,Jafar,Aladdin,3/16/28,Customer,55.84712500000069,5,false,jafaraladdin,Fun!23
700,Julia,Young,6/28/28,Employee,57.08274999999912,6,false,juliayoung,Fun!23
904,Jennifer,Huang,9/16/28,Employee,-13.61037499999992,4,true,jenniferhuang,Fun!23
264,James,Romero,9/26/28,Employee,-782.2368749999987,1,false,jamesromero,Fun!23
855,Laurie,Johnson,10/18/28,Employee,65.43162500000085,6,true,lauriejohnson,Fun!23
538,Jessica,Olsen,10/25/28,Employee,65.58362499999907,7,false,jessicaolsen,Fun!23
47,Brandon,CartwrightLi,11/9/28,Employee,5.4817499999990105,4,true,brandoncartwrightli,Fun!23
143,Edward,Hernandez,11/17/28,Employee,-110.82162500000004,2,true,edwardhernandez,Fun!23
744,Angela,Carney,1/26/29,Employee,11.378124999999699,3,false,angelacarney,Fun!23
161,Susan,Hill,2/3/29,Employee,7.013124999999263,3,false,susanhill,Fun!23
820,Ann,Rogers,2/11/29,Employee,77.4658749999974,5,false,annrogers,Fun!23
949,Daniel,Summers,3/8/29,Employee,35.19899999999954,8,true,danielsummers,Fun!23
12,Simba,Disney,3/23/29,Customer,77.77950000000226,6,true,simbadisney,Fun!23
326,Melissa,Rivera,3/23/29,Employee,83.96812499999987,5,true,melissarivera,Fun!23
85,Francisco,Vazquez,4/13/29,Employee,6.941249999998433,12,false,franciscovazquez,Fun!23
109,Chelsea,Gallagher,8/2/29,Employee,63.75712499999963,2,true,chelseagallagher,Fun!23
911,Brendan,Phillips,8/31/29,Employee,36.392374999999674,3,false,brendanphillips,Fun!23
62,Enrique,Munoz,9/7/29,Employee,17.582249999999448,6,true,enriquemunoz,Fun!23
175,Samuel,Harrington,10/15/29,Employee,19.26887499999998,7,false,samuelharrington,Fun!23
282,Lauren,Hall,11/18/29,Employee,0.6522500000003504,3,true,laurenhall,Fun!23
255,Jessica,Martin,12/29/29,Employee,19.649500000000344,5,true,jessicamartin,Fun!23
722,Jorge,Haley,2/1/30,Employee,15.109625000000847,7,false,jorgehaley,Fun!23
163,Jennifer,Williams,4/18/30,Employee,45.15375000000097,9,true,jenniferwilliams,Fun!23
580,Theresa,Clark,4/27/30,Employee,-197.79475000000048,4,false,theresaclark,Fun!23
359,Robert,Wilson,8/6/30,Employee,0.6857499999984356,6,false,robertwilson,Fun!23
283,Dawn,King,8/8/30,Employee,-88.88025000000061,4,true,dawnking,Fun!23
183,Kimberly,Richardson,9/21/30,Employee,-135.58062499999915,5,true,kimberlyrichardson,Fun!23
360,Amber,Brown,11/8/30,Employee,18.352499999999736,4,false,amberbrown,Fun!23
